device_id,device_type,flow_duration_mean,packet_rate,byte_volume,port_entropy,unique_dest_ips,tcp_ratio,udp_ratio,iat_mean,iat_std
plug-25,smart_plug,0.349509,3.466498,1636.084839,0.133194,1.53,0.47788,0.527898,0.357234,0.008645
cam-005,camera,1.427141,42.02113,88806.983165,2.103086,6.83,0.586945,0.359892,0.078664,0.027575
sensor-07,sensor,0.415823,4.309953,1423.941782,0.275819,3.48,0.83779,0.184884,0.264768,0.010621
router-08,router,0.856467,45.022631,57205.172445,2.03386,8.3,0.691028,0.302725,0.143645,0.029356
nvr-04,nvr,0.968821,27.93843,54754.021622,1.568091,4.68,0.654138,0.35544,0.163353,0.016579
access-ctrl-07,access_controller,0.639233,8.899335,10990.980131,0.696848,1.42,0.87778,0.120556,0.236194,0.009793
thermostat-16,thermostat,0.710805,7.349156,6022.71549,0.367256,2.93,0.720254,0.244366,0.24,0.019615
plug-29,smart_plug,0.368517,3.168178,1231.812403,0.11221,2.34,0.524281,0.475774,0.329501,0.010856
cam-004,camera,1.351841,66.355513,74501.813579,2.345897,12.09,0.727661,0.297589,0.097273,0.029135
sensor-21,sensor,0.533813,3.603611,1896.375753,0.259734,1.93,0.877647,0.112739,0.237645,0.011389
router-17,router,1.058985,25.907933,53430.138642,2.336114,7.96,0.671983,0.294755,0.150896,0.023106
nvr-07,nvr,0.883597,28.9738,55562.131558,1.162585,7.42,0.824742,0.190726,0.206548,0.017483
access-ctrl-03,access_controller,0.749457,11.721827,13016.774693,0.560547,3.69,0.824687,0.175517,0.244569,0.009657
thermostat-20,thermostat,0.873736,7.120943,3838.298636,0.312495,2.07,0.667552,0.286623,0.213391,0.011958
plug-22,smart_plug,0.432859,2.984399,951.850758,0.111987,0.99,0.554513,0.438242,0.369256,0.014926
cam-004,camera,1.109727,51.645767,102104.560283,1.790867,12.58,0.587251,0.427835,0.077021,0.039647
sensor-21,sensor,0.418931,3.107817,2029.846421,0.089629,2.24,0.854505,0.137898,0.28266,0.006805
router-02,router,0.970636,27.051964,45794.330324,1.676289,11.22,0.73219,0.288169,0.13744,0.020685
nvr-07,nvr,1.272825,21.255102,51163.041612,1.34377,5.85,0.739333,0.260522,0.160962,0.015636
access-ctrl-04,access_controller,0.77733,7.687884,13203.357719,0.823672,2.25,0.814033,0.169563,0.216274,0.007411
thermostat-20,thermostat,0.662096,6.473818,4551.760954,0.509343,1.3,0.724254,0.267318,0.21546,0.016462
plug-11,smart_plug,0.462058,2.010498,1241.18129,0.153183,2.72,0.530312,0.481908,0.360185,0.014378
cam-002,camera,1.294222,50.704932,108311.69074,2.197939,8.09,0.639634,0.37956,0.099543,0.039331
sensor-07,sensor,0.53415,5.693639,2194.274132,0.187133,3.19,0.840753,0.133028,0.25317,0.004846
router-17,router,0.712544,24.910359,52688.76555,1.637604,5.26,0.668012,0.322324,0.157032,0.029638
nvr-02,nvr,0.861905,26.778499,39802.837189,1.306076,2.72,0.742892,0.194912,0.198519,0.014192
access-ctrl-07,access_controller,0.709341,10.226473,14168.845978,0.644403,4.1,0.819919,0.178238,0.233211,0.008534
thermostat-16,thermostat,0.834187,5.352268,5102.15851,0.337828,2.95,0.750506,0.266778,0.21561,0.013142
plug-31,smart_plug,0.502812,2.742253,1654.499911,0.071495,0.89,0.503954,0.498047,0.330526,0.009973
cam-005,camera,1.261276,47.947227,108559.357485,2.191576,8.7,0.703156,0.324205,0.097114,0.032486
sensor-18,sensor,0.628527,5.33846,2463.300732,0.10259,4.42,0.846988,0.172469,0.301771,0.004384
router-11,router,0.939779,35.005061,51319.227699,2.237963,7.3,0.595935,0.353837,0.160294,0.028264
nvr-01,nvr,1.241917,23.679841,45264.579905,1.153045,2.79,0.794699,0.168048,0.209331,0.011343
access-ctrl-02,access_controller,0.613414,9.488623,13713.965448,0.739466,1.21,0.807885,0.17244,0.2105,0.008872
thermostat-24,thermostat,0.828231,7.585439,3617.277703,0.36588,2.19,0.723125,0.278521,0.217163,0.01884
plug-31,smart_plug,0.408657,3.374698,861.853684,0.050558,2.58,0.525347,0.494774,0.366114,0.01049
cam-007,camera,1.086017,41.796693,76047.563497,1.687893,13.76,0.583964,0.420975,0.11255,0.042252
sensor-30,sensor,0.659429,5.504437,1160.058227,0.26349,2.28,0.812296,0.167955,0.326576,0.008313
router-14,router,0.804453,27.863738,52770.731847,2.118195,7.02,0.742463,0.254032,0.111186,0.024635
nvr-04,nvr,1.139872,21.496921,34591.871125,1.698808,4.38,0.78965,0.202909,0.20489,0.016517
access-ctrl-06,access_controller,0.651416,8.91453,12833.526005,0.871253,1.54,0.806955,0.222872,0.256602,0.007004
thermostat-16,thermostat,0.836888,6.721698,5887.564521,0.379849,2.37,0.66926,0.291589,0.197512,0.01884
plug-11,smart_plug,0.466111,4.103878,1393.740019,0.101272,0.59,0.482008,0.482983,0.334985,0.010887
cam-003,camera,1.074211,64.491496,82152.917215,2.398313,11.61,0.678493,0.310801,0.111536,0.043125
sensor-24,sensor,0.457562,3.377556,2267.894911,0.139839,1.19,0.956629,0.042735,0.325294,0.007836
router-20,router,0.813731,40.577522,53533.324639,1.819063,7.8,0.595499,0.381259,0.134236,0.029338
nvr-06,nvr,1.099155,19.875601,39824.914624,1.284686,6.28,0.795364,0.142929,0.19748,0.017878
access-ctrl-02,access_controller,0.573029,8.026102,10364.888176,0.704219,4.09,0.877679,0.115711,0.215287,0.013428
thermostat-09,thermostat,0.83331,6.478146,3528.208956,0.492259,2.53,0.715965,0.259708,0.195669,0.013217
plug-14,smart_plug,0.437295,2.857061,1040.910487,0.118439,0.94,0.519222,0.471127,0.334686,0.00933
cam-002,camera,1.125056,52.304587,102645.184716,2.37653,8.57,0.583468,0.360526,0.112604,0.026063
sensor-18,sensor,0.442733,4.35674,2235.015984,0.271396,2.15,0.832527,0.150798,0.262439,0.010916
router-14,router,1.041275,32.058226,60884.377439,1.795553,7.14,0.642132,0.337613,0.131261,0.021052
nvr-06,nvr,0.924876,24.047089,56091.979676,1.150226,5.17,0.659443,0.308433,0.217557,0.011972
access-ctrl-06,access_controller,0.629687,11.209772,9516.51685,0.727271,3.2,0.797706,0.214767,0.251179,0.007827
thermostat-24,thermostat,0.794599,6.204458,5012.956314,0.382855,0.8,0.736338,0.242656,0.215318,0.01631
plug-11,smart_plug,0.355838,3.124522,684.258869,0.097996,0.25,0.527778,0.463798,0.306038,0.010745
cam-005,camera,1.105929,43.373697,78234.149596,2.516658,6.05,0.574729,0.372138,0.078299,0.023087
sensor-12,sensor,0.552016,3.486298,2461.752603,0.117595,2.09,0.852954,0.130718,0.298095,0.010805
router-17,router,0.91425,25.96568,57589.354499,2.226374,9.24,0.599268,0.3832,0.135165,0.024972
nvr-03,nvr,1.238429,27.035097,33611.550694,1.40372,2.75,0.808432,0.163454,0.178088,0.017103
access-ctrl-05,access_controller,0.570484,11.03184,12928.159649,0.479866,1.93,0.807955,0.175571,0.219727,0.010502
thermostat-04,thermostat,0.671778,5.265938,4951.722633,0.305244,1.88,0.657721,0.328012,0.205196,0.018886
plug-19,smart_plug,0.43871,2.453494,1088.341835,0.08747,0.0,0.530742,0.477878,0.354518,0.01084
cam-003,camera,1.302117,60.073541,86366.949365,2.249912,12.52,0.565116,0.375822,0.110791,0.029576
sensor-30,sensor,0.582769,3.413844,2138.906293,0.214168,3.94,0.908254,0.106938,0.318402,0.011694
router-05,router,0.744526,30.788733,68607.126608,2.302433,11.68,0.624552,0.373133,0.136228,0.014579
nvr-06,nvr,1.254318,17.796403,38864.592609,1.053642,3.77,0.74094,0.216652,0.210423,0.01671
access-ctrl-06,access_controller,0.695526,9.88723,11694.640576,0.574495,0.76,0.832232,0.149394,0.256075,0.00889
thermostat-24,thermostat,0.774031,7.955095,3541.556168,0.427818,1.58,0.680082,0.30469,0.223859,0.017613
plug-14,smart_plug,0.348216,3.589899,1378.905605,0.163048,1.88,0.532761,0.401307,0.321194,0.011619
cam-006,camera,1.110168,47.132773,80732.10307,2.156605,10.34,0.539148,0.409687,0.098746,0.043257
sensor-24,sensor,0.600286,5.784338,2363.594792,0.245837,4.07,0.926242,0.065931,0.257816,0.005161
router-05,router,0.80996,44.4673,60561.294548,1.673283,9.24,0.666393,0.283726,0.127873,0.022998
nvr-07,nvr,1.007083,20.015446,32593.402579,1.572547,1.71,0.830007,0.151015,0.206795,0.012518
access-ctrl-07,access_controller,0.658056,10.43066,9657.411125,0.53464,2.64,0.799335,0.196877,0.212649,0.008371
thermostat-20,thermostat,0.816625,7.481364,5469.073873,0.308252,3.5,0.75442,0.215677,0.234471,0.015792
plug-19,smart_plug,0.387391,2.172098,697.159155,0.079716,3.35,0.514,0.465967,0.340529,0.013757
cam-002,camera,1.068623,43.618419,102629.791848,2.465744,10.26,0.66416,0.260727,0.105943,0.03679
sensor-24,sensor,0.468668,5.661115,1362.598702,0.119683,2.91,0.93521,0.066671,0.247502,0.00453
router-11,router,0.90465,30.164614,65564.294409,1.650956,9.09,0.642119,0.349414,0.142916,0.017056
nvr-06,nvr,0.908274,25.270521,38896.987721,1.787875,6.78,0.789929,0.229562,0.21115,0.017047
access-ctrl-05,access_controller,0.563923,9.466397,9661.920499,0.903486,3.93,0.860051,0.125515,0.214326,0.010455
thermostat-09,thermostat,0.836398,5.452481,4786.754986,0.391513,3.72,0.75208,0.250547,0.214519,0.011458
plug-25,smart_plug,0.411655,3.995211,1404.987482,0.061147,2.68,0.521612,0.494412,0.312911,0.011514
cam-001,camera,1.047987,62.623234,90063.558988,2.128351,12.38,0.608797,0.392867,0.104281,0.025223
sensor-30,sensor,0.415897,5.093152,1248.343283,0.108253,2.48,0.822987,0.154076,0.242111,0.007855
router-08,router,0.901808,34.227482,63509.123243,1.702456,10.29,0.631765,0.354775,0.153552,0.018698
nvr-07,nvr,1.141782,16.752097,42388.980285,1.506463,5.37,0.731945,0.269531,0.214549,0.018906
access-ctrl-04,access_controller,0.751173,12.043725,11594.830252,0.750102,2.32,0.862045,0.097462,0.225531,0.008835
thermostat-28,thermostat,0.755008,7.696752,4104.791744,0.376929,3.18,0.676076,0.302363,0.200839,0.011925
plug-31,smart_plug,0.449658,2.147985,1561.703203,0.127163,0.0,0.561849,0.435247,0.359407,0.009869
cam-005,camera,1.438777,63.779863,97414.35796,1.876609,12.28,0.571638,0.436872,0.095658,0.030592
sensor-27,sensor,0.576033,3.631512,2137.969702,0.174653,4.12,0.795958,0.17424,0.28675,0.006951
router-08,router,0.744889,27.326415,69494.563789,1.987414,12.36,0.694991,0.269055,0.150378,0.018209
nvr-04,nvr,1.000712,21.314955,53583.17436,1.240776,3.67,0.783216,0.142875,0.174491,0.018917
access-ctrl-03,access_controller,0.713399,8.383277,12147.40936,0.594744,2.48,0.784428,0.154225,0.262338,0.013385
thermostat-16,thermostat,0.847509,7.093028,3945.194936,0.322371,3.04,0.638359,0.295263,0.190869,0.018094
plug-11,smart_plug,0.344893,3.402447,860.940504,0.088343,3.06,0.469961,0.522528,0.336467,0.011102
cam-004,camera,1.354504,66.344633,110420.348972,1.783591,11.06,0.628684,0.341799,0.11593,0.026147
sensor-18,sensor,0.660501,3.942976,1155.395705,0.202115,2.33,0.777972,0.217686,0.255953,0.010825
router-14,router,0.993341,42.249318,56362.305743,2.119647,6.32,0.697587,0.244309,0.134862,0.027094
nvr-04,nvr,1.155682,22.630346,52516.867296,1.169876,5.68,0.803858,0.147246,0.18978,0.019126
access-ctrl-04,access_controller,0.78607,12.341818,8845.688928,0.505307,2.07,0.855708,0.076982,0.252925,0.014215
thermostat-13,thermostat,0.736606,4.906782,4456.7841,0.332168,0.7,0.770857,0.226073,0.210685,0.011488
plug-11,smart_plug,0.373737,3.516255,786.068993,0.080344,1.18,0.480781,0.470597,0.321468,0.014067
cam-003,camera,1.197063,47.078451,94595.320044,2.014451,7.81,0.672832,0.30615,0.085799,0.02952
sensor-07,sensor,0.469542,4.317459,1480.072386,0.25478,1.06,0.771101,0.206894,0.284395,0.009516
router-17,router,1.000917,42.230985,43051.823628,2.311055,8.74,0.605752,0.392208,0.151382,0.030015
nvr-03,nvr,1.104113,28.337865,44520.297051,1.322086,4.17,0.77278,0.15545,0.160002,0.018039
access-ctrl-04,access_controller,0.741921,11.399783,10876.38111,0.732627,4.61,0.82563,0.169596,0.223576,0.008542
thermostat-04,thermostat,0.778689,7.083412,4135.658942,0.439511,2.94,0.736585,0.230304,0.23694,0.016196
plug-22,smart_plug,0.401438,3.949898,1058.949822,0.049671,1.21,0.490098,0.454747,0.318209,0.011933
cam-002,camera,1.242145,42.253692,69918.624587,2.384551,8.39,0.592111,0.360403,0.08361,0.041609
sensor-30,sensor,0.533791,4.116672,2663.353969,0.081294,2.66,0.90821,0.117799,0.263105,0.004661
router-14,router,0.966888,26.039654,70352.972989,2.011274,7.19,0.65861,0.298763,0.121583,0.025539
nvr-02,nvr,1.140891,28.047267,39604.486002,1.626228,4.39,0.667363,0.293105,0.161268,0.020297
access-ctrl-06,access_controller,0.723655,11.610417,11309.847477,0.547726,1.81,0.831886,0.153337,0.26562,0.012321
thermostat-20,thermostat,0.707385,7.226302,3878.991413,0.28759,3.37,0.661924,0.316864,0.239836,0.018156
plug-31,smart_plug,0.421386,2.068846,1441.79697,0.107619,1.9,0.527693,0.510314,0.356821,0.008221
cam-006,camera,1.289331,47.212631,82230.937447,2.661663,9.02,0.696483,0.292976,0.099803,0.041646
sensor-30,sensor,0.631959,5.846523,2806.736901,0.21963,0.0,0.907031,0.100697,0.253765,0.008275
router-05,router,1.068071,33.142729,55739.560417,1.637679,4.98,0.686784,0.295793,0.125864,0.029258
nvr-01,nvr,1.207281,18.902818,59376.993391,1.484451,3.5,0.751066,0.221169,0.170552,0.01977
access-ctrl-03,access_controller,0.758114,9.768894,12176.77876,0.511156,3.27,0.857734,0.105756,0.239212,0.00838
thermostat-28,thermostat,0.854279,7.960804,5696.643118,0.401012,2.22,0.642297,0.344749,0.224389,0.016006
plug-11,smart_plug,0.368735,2.121378,1727.744604,0.08181,2.42,0.481849,0.487414,0.323855,0.012149
cam-006,camera,1.419795,55.069975,97914.833911,2.04453,8.59,0.706369,0.302272,0.11037,0.034414
sensor-18,sensor,0.447895,4.60796,1361.948446,0.208557,2.17,0.893613,0.108333,0.243276,0.006716
router-08,router,0.738941,35.718789,70277.606144,1.950487,8.67,0.696154,0.275834,0.136707,0.029061
nvr-03,nvr,0.9326,17.180916,45973.553254,1.594991,4.8,0.773732,0.195699,0.177009,0.019285
access-ctrl-07,access_controller,0.790576,7.54658,9910.775748,0.475406,0.89,0.815754,0.15152,0.226497,0.007036
thermostat-24,thermostat,0.734811,5.906507,5243.013857,0.277747,2.75,0.703848,0.30637,0.213058,0.016673
plug-19,smart_plug,0.4455,2.778576,1347.834621,0.101178,0.0,0.537591,0.47316,0.331752,0.014006
cam-004,camera,1.203474,55.877218,72941.684074,2.611128,6.21,0.715274,0.31441,0.088346,0.024702
sensor-24,sensor,0.622669,5.251488,1623.644091,0.108943,2.11,0.911909,0.041848,0.289644,0.004174
router-17,router,0.942888,27.854227,50199.174133,2.136587,5.56,0.740089,0.27778,0.119445,0.016104
nvr-07,nvr,0.90218,28.686467,57280.1074,1.534931,4.09,0.661121,0.264278,0.199027,0.020928
access-ctrl-04,access_controller,0.559977,7.915949,10329.160492,0.756927,4.78,0.818253,0.200206,0.246985,0.008599
thermostat-13,thermostat,0.816778,7.414274,5500.255731,0.460922,4.47,0.643211,0.367437,0.215756,0.017384
plug-14,smart_plug,0.414834,2.940166,1474.466789,0.078469,0.48,0.537607,0.483812,0.304953,0.00889
cam-002,camera,1.247409,53.50557,81916.069427,2.446226,11.86,0.729366,0.297849,0.085557,0.035438
sensor-30,sensor,0.446827,5.788772,1699.769903,0.16941,0.25,0.866023,0.13097,0.250643,0.009778
router-11,router,0.812405,37.13731,49904.181702,2.107562,6.21,0.684694,0.292339,0.145201,0.017756
nvr-04,nvr,0.918698,26.929818,41576.09018,1.433399,5.1,0.742559,0.265707,0.202482,0.019016
access-ctrl-06,access_controller,0.550463,7.397533,9022.377883,0.781473,1.89,0.800455,0.174666,0.251244,0.011235
thermostat-28,thermostat,0.855764,7.786329,4185.033368,0.394738,5.21,0.714428,0.314862,0.241292,0.018144
plug-22,smart_plug,0.477194,2.19725,1454.750667,0.061244,0.88,0.506308,0.474382,0.307797,0.012788
cam-007,camera,1.19669,53.900404,95767.045666,2.338766,8.53,0.73489,0.292916,0.098028,0.031765
sensor-12,sensor,0.479579,3.273368,2668.656391,0.143724,4.08,0.840726,0.130752,0.29777,0.009546
router-17,router,0.906653,38.477963,65619.44891,1.719197,9.23,0.652706,0.383793,0.118403,0.022008
nvr-07,nvr,0.944863,29.353099,48230.872621,1.440338,5.05,0.736558,0.299208,0.210408,0.014553
access-ctrl-02,access_controller,0.64854,10.957221,12555.982981,0.787073,3.43,0.796619,0.187781,0.222356,0.007163
thermostat-04,thermostat,0.876942,6.189237,4216.702321,0.393282,3.28,0.677089,0.273936,0.229642,0.017661
plug-11,smart_plug,0.380956,3.417916,1323.288656,0.15393,1.7,0.534969,0.454784,0.372139,0.014419
cam-006,camera,1.177808,57.3073,104541.57254,1.782243,11.2,0.663251,0.318742,0.103249,0.039169
sensor-21,sensor,0.438131,3.001131,1020.496858,0.070031,0.17,0.910316,0.079792,0.25451,0.007595
router-17,router,1.013296,34.751874,43802.36212,2.416046,9.47,0.650631,0.349328,0.161288,0.029421
nvr-03,nvr,1.009169,21.898105,35727.638845,1.102211,5.9,0.807438,0.185635,0.167119,0.016274
access-ctrl-02,access_controller,0.677303,11.608736,9636.361949,0.562691,4.02,0.743075,0.235032,0.241792,0.009395
thermostat-04,thermostat,0.850665,5.045393,4933.70339,0.28679,1.73,0.675272,0.290404,0.200311,0.019666
plug-29,smart_plug,0.375901,3.54789,724.804492,0.111749,2.39,0.525782,0.491003,0.317938,0.010391
cam-001,camera,1.426448,44.892143,98824.477692,1.979722,8.86,0.677384,0.279353,0.085481,0.033089
sensor-21,sensor,0.498973,5.083923,1547.144299,0.129901,0.38,0.917533,0.089784,0.243001,0.011486
router-17,router,0.733648,43.453484,44068.276234,2.39804,5.63,0.688917,0.282205,0.137264,0.029941
nvr-07,nvr,1.101093,27.464368,42995.008935,1.662478,5.88,0.753816,0.257959,0.164908,0.019222
access-ctrl-06,access_controller,0.715113,8.124792,9543.24733,0.848199,2.78,0.848092,0.138657,0.233207,0.012571
thermostat-16,thermostat,0.847068,5.739075,5442.546352,0.34801,4.22,0.670132,0.268966,0.219114,0.015298
plug-14,smart_plug,0.494593,2.82223,722.089124,0.148164,0.76,0.491698,0.4949,0.304662,0.009513
cam-004,camera,1.319603,45.229246,92178.129137,2.69274,12.88,0.634473,0.362342,0.093598,0.031999
sensor-24,sensor,0.619527,5.713315,1265.523911,0.257061,1.88,0.883925,0.058214,0.319265,0.012972
router-20,router,0.934272,29.476865,61122.741828,1.957265,6.61,0.711173,0.281657,0.150884,0.015801
nvr-03,nvr,0.873507,21.707289,51266.642848,1.731993,4.38,0.793388,0.223768,0.158926,0.016371
access-ctrl-03,access_controller,0.675496,9.436228,10489.43112,0.73277,1.57,0.766251,0.196396,0.245974,0.012287
thermostat-13,thermostat,0.696973,6.605693,4203.07767,0.400675,4.53,0.650359,0.293349,0.214074,0.013418
plug-14,smart_plug,0.326225,3.207567,1126.685709,0.069898,0.0,0.45687,0.480939,0.331307,0.014298
cam-006,camera,1.324609,47.515785,74834.669463,1.960315,11.41,0.700345,0.324438,0.09011,0.03084
sensor-07,sensor,0.528836,5.536102,2035.543862,0.275672,0.17,0.888823,0.079577,0.265521,0.010084
router-02,router,0.973339,41.446761,43689.080211,2.331525,8.46,0.596668,0.376784,0.116677,0.019108
nvr-05,nvr,1.243827,25.490922,53758.940132,1.603981,6.17,0.817357,0.22344,0.190838,0.016124
access-ctrl-04,access_controller,0.75584,8.130072,9130.949269,0.509918,4.74,0.731548,0.184749,0.21729,0.010843
thermostat-04,thermostat,0.863969,7.493493,4994.614034,0.397983,2.76,0.650196,0.329443,0.218104,0.018542
plug-19,smart_plug,0.457471,2.449629,1173.125465,0.141618,0.56,0.525595,0.479819,0.348028,0.007311
cam-004,camera,1.370414,46.330405,72032.272496,1.872971,11.88,0.677183,0.287947,0.080773,0.02499
sensor-21,sensor,0.624865,4.731131,991.508674,0.152794,3.6,0.846355,0.109085,0.240539,0.005551
router-17,router,0.720147,39.841543,63350.469323,1.681505,5.0,0.697226,0.305277,0.13136,0.02131
nvr-01,nvr,1.031388,21.983053,38111.843365,1.251893,4.94,0.824063,0.163173,0.213626,0.016512
access-ctrl-02,access_controller,0.758781,11.656158,8840.326176,0.589052,1.98,0.848728,0.17649,0.240083,0.011774
thermostat-04,thermostat,0.780036,6.215903,5496.702992,0.461576,2.57,0.707822,0.314085,0.225341,0.017944
plug-11,smart_plug,0.388435,4.081147,1202.733264,0.137012,2.25,0.481454,0.447393,0.311784,0.014524
cam-003,camera,1.281476,48.765175,90283.503191,2.037378,11.52,0.666203,0.320307,0.078348,0.023169
sensor-27,sensor,0.432681,3.703054,1445.873482,0.206997,0.56,0.8664,0.145858,0.290202,0.009002
router-14,router,0.810702,30.200388,48358.233216,2.4536,3.81,0.720233,0.248772,0.134188,0.021449
nvr-04,nvr,1.041419,26.102288,38471.466291,1.19995,5.77,0.832878,0.132379,0.184363,0.016759
access-ctrl-01,access_controller,0.758972,8.272873,14046.922825,0.594746,1.66,0.778467,0.225495,0.253319,0.007141
thermostat-09,thermostat,0.601419,7.882502,4768.965966,0.273383,4.17,0.701727,0.283591,0.1922,0.011096
plug-29,smart_plug,0.485532,3.653171,1438.713596,0.161786,3.29,0.433779,0.550961,0.304947,0.013164
cam-006,camera,1.502903,57.839406,106829.269246,1.906639,8.21,0.737433,0.258402,0.076677,0.032349
sensor-12,sensor,0.666097,2.758335,2355.271291,0.088542,2.3,0.909277,0.092024,0.302604,0.012496
router-20,router,0.788211,45.194424,64794.884457,1.926448,6.53,0.696932,0.31452,0.115156,0.022332
nvr-02,nvr,0.898058,25.453256,56609.305059,1.758915,3.13,0.677503,0.326469,0.203443,0.012702
access-ctrl-03,access_controller,0.624368,12.389,10806.608142,0.528683,4.84,0.826757,0.163786,0.236206,0.007847
thermostat-20,thermostat,0.730869,7.913049,5376.157082,0.273025,3.84,0.752014,0.244613,0.208902,0.015534
plug-31,smart_plug,0.388115,3.105616,1707.812162,0.111761,2.93,0.527468,0.465923,0.31421,0.011726
cam-004,camera,1.175597,50.670762,92969.340557,2.183396,8.32,0.706736,0.29093,0.105147,0.040767
sensor-18,sensor,0.495122,5.367849,2783.324456,0.097271,1.57,0.76533,0.179842,0.307192,0.005155
router-17,router,0.846773,37.472651,71513.738348,1.71322,6.94,0.646482,0.33547,0.137592,0.023233
nvr-06,nvr,1.092408,22.777682,36793.734781,1.359474,5.58,0.714249,0.252054,0.192957,0.018849
access-ctrl-06,access_controller,0.780547,8.326844,13903.386632,0.692503,3.17,0.799957,0.164566,0.268156,0.007824
thermostat-09,thermostat,0.760004,5.895472,4346.564096,0.388923,2.58,0.72905,0.261591,0.215449,0.011017
plug-25,smart_plug,0.355447,2.148478,753.728208,0.122581,1.29,0.55077,0.438068,0.353901,0.010865
cam-006,camera,1.29079,48.399843,69682.686148,2.89559,11.97,0.651022,0.353062,0.103902,0.042735
sensor-07,sensor,0.449622,4.052383,2136.944364,0.185032,3.78,0.806915,0.198305,0.27589,0.009458
router-08,router,0.986802,44.078306,48962.065683,2.284496,7.24,0.63734,0.316222,0.160096,0.026838
nvr-04,nvr,1.223227,20.78984,35450.395297,1.384267,3.79,0.717481,0.279942,0.212449,0.016617
access-ctrl-03,access_controller,0.544857,9.199248,15173.510292,0.598322,1.84,0.836564,0.175671,0.235789,0.013037
thermostat-24,thermostat,0.75534,5.22798,5684.206132,0.478877,3.91,0.717592,0.239763,0.233559,0.014904
plug-22,smart_plug,0.35557,3.409547,700.527248,0.107463,1.33,0.559707,0.463323,0.334623,0.008384
cam-007,camera,1.16951,59.618661,83429.156043,2.791672,11.39,0.566098,0.441723,0.112857,0.025982
sensor-21,sensor,0.514636,5.225405,2411.451538,0.2457,2.05,0.831633,0.089191,0.236815,0.006955
router-02,router,1.006924,43.951598,41072.809196,1.901053,6.86,0.670968,0.27713,0.133019,0.028962
nvr-01,nvr,1.153707,27.695014,42752.709606,1.682055,6.26,0.712069,0.273726,0.197091,0.010931
access-ctrl-03,access_controller,0.595566,10.89129,9585.406279,0.534498,1.45,0.843924,0.112726,0.251315,0.011261
thermostat-13,thermostat,0.665372,6.323011,5350.877744,0.461912,3.82,0.660511,0.368506,0.210087,0.014431
plug-29,smart_plug,0.481518,2.922133,1685.244361,0.070625,0.35,0.517394,0.49246,0.319428,0.013723
cam-004,camera,1.129967,49.205943,76050.575717,2.407327,11.6,0.619493,0.370846,0.101349,0.040971
sensor-30,sensor,0.599144,4.961531,2412.717123,0.263157,3.59,0.847928,0.127355,0.3132,0.009027
router-20,router,0.903268,33.106693,63355.986882,2.203206,3.74,0.615806,0.379915,0.133786,0.023361
nvr-05,nvr,1.127645,16.534463,59842.882308,1.291364,5.07,0.802418,0.165967,0.175048,0.020851
access-ctrl-01,access_controller,0.714036,8.255819,10547.993366,0.830526,4.32,0.805671,0.170536,0.254023,0.010313
thermostat-09,thermostat,0.849711,6.51272,5306.165108,0.470583,3.49,0.682667,0.254755,0.223189,0.016349
plug-11,smart_plug,0.46868,3.307998,1226.427436,0.059857,2.88,0.485278,0.490055,0.371398,0.012836
cam-006,camera,1.424595,57.964607,88708.496462,2.141806,9.38,0.587259,0.455768,0.094389,0.043116
sensor-07,sensor,0.420614,2.772048,1763.157298,0.081333,1.06,0.898642,0.047766,0.308737,0.006058
router-11,router,0.876287,41.726234,58593.523279,1.908065,5.18,0.61987,0.376258,0.151094,0.030487
nvr-07,nvr,1.203226,29.187563,39592.047713,1.720796,4.41,0.700818,0.292205,0.21222,0.020912
access-ctrl-07,access_controller,0.668088,9.189147,9452.60286,0.517669,1.08,0.869022,0.151527,0.263439,0.007906
thermostat-24,thermostat,0.746408,5.181734,4551.413031,0.395934,1.52,0.721387,0.265041,0.206451,0.019883
plug-19,smart_plug,0.406623,2.163123,1657.417838,0.101949,0.01,0.450663,0.565468,0.327977,0.015823
cam-002,camera,1.127153,55.064368,86526.799992,1.848753,8.41,0.659864,0.300265,0.104498,0.040051
sensor-24,sensor,0.628424,5.464916,2608.896271,0.120568,2.85,0.81493,0.207489,0.290724,0.007209
router-11,router,0.915339,34.960975,59379.07965,1.879887,6.58,0.645027,0.358258,0.153278,0.015799
nvr-06,nvr,0.968348,24.107285,43108.149072,1.607186,6.12,0.752807,0.19061,0.1994,0.019557
access-ctrl-06,access_controller,0.616266,10.955373,9215.105248,0.517855,4.74,0.842434,0.142701,0.230698,0.009141
thermostat-28,thermostat,0.80911,6.218134,4217.727392,0.426188,3.9,0.711368,0.26174,0.229169,0.011846
plug-11,smart_plug,0.460459,3.234059,1348.446114,0.079101,2.02,0.460649,0.516743,0.301711,0.011549
cam-006,camera,1.418994,51.583558,86968.875296,2.018339,10.68,0.567726,0.423105,0.108188,0.03091
sensor-27,sensor,0.572596,4.469986,1530.044162,0.18239,1.01,0.845467,0.125552,0.23487,0.009448
router-02,router,1.040919,28.284133,51140.711102,2.364205,5.14,0.679893,0.312291,0.147521,0.018893
nvr-07,nvr,1.021717,18.18749,33780.690244,1.693635,2.09,0.674222,0.281271,0.188525,0.0119
access-ctrl-03,access_controller,0.607564,10.972981,10029.931193,0.514346,1.64,0.876489,0.139603,0.240085,0.009394
thermostat-04,thermostat,0.753661,7.679088,4834.117483,0.449855,4.21,0.726696,0.272251,0.206351,0.018782
